Name,Module Name,Activity Type Name,Scheduled Days,Scheduled Start Time,Scheduled End Time,Duration,Scheduled Weeks,Allocated Location Name,Planned Size,Real Size,Allocated Staff Name
BUSI1744/Workshop/01 (BABMGLE- 601) <11-14>,BUSI1744/Managerial Strat & Ldrshp Dev/B/GM,Workshop,Monday,10:00:00,13:00:00,03:00:00,11-14,QA138,21,21,"BMOL4,BMOL6"
BUSI1744/Workshop/01 (BABMGLE- 601) <19-22>,BUSI1744/Managerial Strat & Ldrshp Dev/B/GM,Workshop,Monday,10:00:00,13:00:00,03:00:00,19-22,QA220,21,21,"BMOL4,BMOL6"

"BUSI1746/Workshop/01 (BABMGLE-6) <34, 36-37, 39-40>",BUSI1746/Final Year Project/C/GM,Workshop,Monday,10:00:00,13:00:00,03:00:00,"34, 36-37, 39-40",QA274,17,21,OSP16
BUSI1746/Workshop/01 (BABMGLE-6) <41>,BUSI1746/Final Year Project/C/GM,Workshop,Monday,10:00:00,13:00:00,03:00:00,41,QA210,17,21,OSP16

BUSI1783/Lecture/01 (MSBA-J) <34>,BUSI1783/Business Analytics Project/P/GM,Lecture,Tuesday,15:00:00,17:00:00,02:00:00,34,KW303 (LT),90,58,SA5
BUSI1783/Lecture/01 (MSBA-J) <42>,BUSI1783/Business Analytics Project/P/GM,Lecture,Tuesday,15:00:00,17:00:00,02:00:00,42,SL101 (LT),90,58,SA5
BUSI1783/Lecture/02 (MSBA-S),BUSI1783/Business Analytics Project/G/GM,Lecture,Tuesday,15:00:00,17:00:00,02:00:00,34-35,KW303 (LT),93,88,SA5

BUSI1816/Workshop/01-1 (MAIB-A102),BUSI1816/Global Busi' & Sustainability/C/GM,Workshop,Monday,10:00:00,12:00:00,02:00:00,"34, 36-37, 39-45",QM368,30,29,New Staff
"COMP1919/IT Lab/01-05 <03-08, 11-14>",COMP1919/Programming Funds for BA/A/GM,ITLab,Monday,09:00:00,11:00:00,02:00:00,"3-8, 11-14",D264 (IT Lab),25,0,New Staff
COMP1919/IT Lab/01-05 <09-10>,COMP1919/Programming Funds for BA/A/GM,ITLab,Monday,09:00:00,11:00:00,02:00:00,9-10,QA020,25,0,New Staff

BUSI1819/Tutorial 01-02 <34>,BUSI1819/International Busi' Simulation/C/GM,Tutorial,Wednesday,16:00:00,18:00:00,02:00:00,34,QA010,26,26,HPL1
BUSI1819/Tutorial 01-02 <35-36>,BUSI1819/International Busi' Simulation/C/GM,Tutorial,Wednesday,15:00:00,17:00:00,02:00:00,35-36,QA075 (Moot Rm/Classroom),26,26,HPL1
BUSI1819/Tutorial 01-02 <37-44>,BUSI1819/International Busi' Simulation/C/GM,Tutorial,Wednesday,15:00:00,17:00:00,02:00:00,37-44,D165 (Classroom/IT),30,26,HPL1

COMP1916/IT Lab/01-04 (MSBA-S02),COMP1916/Data Mining for Business/B/GM,ITLab,Tuesday,09:00:00,11:00:00,02:00:00,19-30,QM015 (IT Lab),24,23,SA9
STAT1051/IT Lab/01-03,STAT1051/Business Statistics/A/GM,ITLab,Tuesday,09:00:00,11:00:00,02:00:00,41699,KW216 (IT Lab),23,21,SA9

"BUSI1650/Workshop/01-1 <3-7, 9>",BUSI1650/Global Integrative Project 1/A/GM,Workshop,Tuesday,11:00:00,13:00:00,02:00:00,"3-7, 9",QA075 (Moot Rm/Classroom),31,30,L1
BUSI1650/Workshop/01-1 <8>,BUSI1650/Global Integrative Project 1/A/GM,Workshop,Tuesday,11:00:00,13:00:00,02:00:00,8,QA220,31,30,L1
"BUSI1650/Workshop/03 (BAIB-4, BAIBL-4)",BUSI1650/Global Integrative Project 1/A/GM,Workshop,Tuesday,11:00:00,13:00:00,02:00:00,10-14,QA065 (LT),60,58,L1

COMP1930/IT Lab/01 (MSBA-J01) <34>,COMP1930/Machine Learning/C/GM,ITLab,Friday,09:00:00,11:00:00,02:00:00,34,D215 East (Trading Room),20,28,SA5
COMP1930/IT Lab/01 (MSBA-J01) <35-45>,COMP1930/Machine Learning/C/GM,ITLab,Friday,09:00:00,11:00:00,02:00:00,35-45,D215 East (Trading Room),20,28,SA5

"INDU1011/Seminar/01-03 <3-7, 9-14>",INDU1011/Leadership & Enterprise/A/GM,Seminar,Tuesday,15:00:00,17:00:00,02:00:00,"3-7, 9-14",QA075 (Moot Rm/Classroom),25,21,BMOL22
INDU1011/Seminar/01-03 <8>,INDU1011/Leadership & Enterprise/A/GM,Seminar,Tuesday,15:00:00,17:00:00,02:00:00,8,SL007,25,21,BMOL22

INDU1033/Programme Session (Skills)/01-01 <03-10>,INDU1033/Managing Across Cultures/A/GM,One-Off Booking,Tuesday,17:00:00,19:00:00,02:00:00,3-10,KW315 (LT),241,239,AFE1
INDU1033/Programme Session (Skills)/01-01 <11-14>,INDU1033/Managing Across Cultures/A/GM,One-Off Booking,Tuesday,17:00:00,19:00:00,02:00:00,11-14,KW302 (LT),241,239,AFE1

INDU1033/Tutorial/01-03 (MAIB-A2),INDU1033/Managing Across Cultures/A/GM,Tutorial,Wednesday,15:00:00,17:00:00,02:00:00,3-14,KW003,18,18,BMOL5
INDU1033/Tutorial/01-3,INDU1033/Managing Across Cultures/B/GM,Tutorial,Wednesday,16:00:00,18:00:00,02:00:00,19-30,QA120,22,25,BMOL5

MARK1264/Workshop/01 (BABMGLE-4),MARK1264/Mktg Principles & Sales Mgt/C/GM,Workshop,Wednesday,10:00:00,13:00:00,03:00:00,34-40,QA020,40,15,HPL5
MARK1264/Workshop/03 (BABMGLE-4),MARK1264/Mktg Principles & Sales Mgt/C/GM,Workshop,Wednesday,10:00:00,13:00:00,03:00:00,41,QA220,42,15,HPL5

MARK1138/Workshop/01 <19-30>,MARK1138/Purchasing and Distribution/D/GM,Workshop,Tuesday,12:00:00,14:00:00,02:00:00,19-30,D115 West (IT Lab/Classroom),25,24,OSP14
MARK1138/Workshop/01 <3-14>,MARK1138/Purchasing and Distribution/D/GM,Workshop,Tuesday,12:00:00,14:00:00,02:00:00,3-14,QM145,25,24,OSP14

"FINA1141/Tutorial/01-04 (MAIB-A204) <3-7, 9-14>",FINA1141/International Business Finance/A/GM,Tutorial,Thursday,18:00:00,19:00:00,01:00:00,"3-7, 9-14",QA238,26,26,AFE17
FINA1141/Tutorial/01-04 (MAIB-A204) <8>,FINA1141/International Business Finance/A/GM,Tutorial,Thursday,18:00:00,19:00:00,01:00:00,8,SL001,26,26,AFE17

BUSI1819/Tutorial 01-03 <34-42>,BUSI1819/International Busi' Simulation/C/GM,Tutorial,Wednesday,15:00:00,17:00:00,02:00:00,34-42,SL006,30,25,HPL3
BUSI1819/Tutorial 01-03 <43-44>,BUSI1819/International Busi' Simulation/C/GM,Tutorial,Wednesday,15:00:00,17:00:00,02:00:00,43-44,QA265,30,25,HPL3
BUSI1819/Tutorial 01-03 <45>,BUSI1819/International Busi' Simulation/C/GM,Tutorial,Wednesday,15:00:00,17:00:00,02:00:00,45,QA010,30,25,HPL3

COMP1918/Tutorial/01-04 <03-05>,COMP1918/Ethical & Legal Aspects of BA/A/GM,Tutorial,Thursday,11:00:00,12:00:00,01:00:00,3-5,QA039,23,21,L1
COMP1918/Tutorial/01-04 <06-14>,COMP1918/Ethical & Legal Aspects of BA/A/GM,Tutorial,Thursday,11:00:00,12:00:00,01:00:00,6-14,QM069,23,21,L1

MARK1294/IT Lab/01-01,MARK1294/Web and Social Media Analytics/B/GM,ITLab,Tuesday,09:00:00,11:00:00,02:00:00,19-30,D264 (IT Lab),23,22,SA4
STAT1051/IT Lab/01-02,STAT1051/Business Statistics/A/GM,ITLab,Tuesday,09:00:00,11:00:00,02:00:00,41699,KW215 (IT Lab),23,22,SA4

"RESE1031/Tutorial/01-09 <03, 05, 07, 09, 11, 13>",RESE1031/Thematic Independent Studies/D/GM,Tutorial,Thursday,09:00:00,10:00:00,01:00:00,"3, 5, 7, 9, 11, 13",QM169,30,0,SA13
"RESE1031/Tutorial/01-09 <19, 21, 23, 25, 27, 29>",RESE1031/Thematic Independent Studies/D/GM,Tutorial,Thursday,09:00:00,10:00:00,01:00:00,"19, 21, 23, 25, 27, 29",QM169,30,0,SA13
RESE1031/Tutorial/01-10,RESE1031/Thematic Independent Studies/D/GM,Tutorial,Thursday,09:00:00,10:00:00,01:00:00,"4, 6, 8, 10, 12, 14, 20, 22, 24, 26, 28, 30",QM169,17,17,SA13

RESE1170/ITLab/01-05 (BABMG-505),RESE1170/Business Research Methods/B/GM,ITLab,Wednesday,14:00:00,16:00:00,02:00:00,26-29,D264 (IT Lab),30,29,SA6
RESE1170/ITLab/01-10 (SB),RESE1170/Business Research Methods/B/GM,ITLab,Wednesday,14:00:00,16:00:00,02:00:00,26-29,"QM446-ZD (IT Lab),QM446-ZE (IT Lab)",30,0,SA6
"RESE1170/Tutorial/01-05 <19-20, 22-25, 30> (BABMG-505)",RESE1170/Business Research Methods/B/GM,Tutorial,Wednesday,14:00:00,16:00:00,02:00:00,"19-20, 22-25, 30",11_2017 (Seminar),26,27,SA6
RESE1170/Tutorial/01-05 <21> (BABMG-505),RESE1170/Business Research Methods/B/GM,Tutorial,Wednesday,14:00:00,16:00:00,02:00:00,21,QA020,26,27,SA6

RESE1170/ITLab/01-13 (BAHRM-5),RESE1170/Business Research Methods/B/GM,ITLab,Monday,17:00:00,19:00:00,02:00:00,26-29,10_B006 (IT Lab/Classroom),40,41,HRM1
RESE1170/Tutorial/01-13 (BAHRM-5),RESE1170/Business Research Methods/B/GM,Tutorial,Monday,16:00:00,18:00:00,02:00:00,"19-25, 30",QA138,40,43,HRM1

